canonical_common_name,scientific_name,family_sci,family_common,order,regions,alpha_4,aliases,is_model_species
Santa Marta Parakeet,Pyrrhura viridicata,Psittacidae,Parrot sp.,Psittaciformes,SA,,,0
Santa Marta Sabrewing,Campylopterus phainopeplus,Trochilidae,Hummingbird sp.,Apodiformes,SA,,,0
Santa Marta Screech Owl,Megascops gilesi,Strigidae,Owl sp.,Strigiformes,SA,,,0
Santa Marta Tapaculo,Scytalopus sanctaemartae,Rhinocryptidae,Tapaculos,Passeriformes,SA,,,0
Santa Marta Warbler,Myiothlypis basilica,Parulidae,Warbler sp.,Passeriformes,SA,,,0
Santa Marta Woodstar,Chaetocercus astreans,Trochilidae,Hummingbird sp.,Apodiformes,SA,,,0
Santa Marta Wren,Troglodytes monticola,Troglodytidae,Wren sp.,Passeriformes,SA,,,0
Santarem Parakeet,Pyrrhura amazonum,Psittacidae,Parrot sp.,Psittaciformes,SA,,,0
Santo Thicketbird,Cincloramphus whitneyi,Locustellidae,Grassbirds & Allies,Passeriformes,AU,,,0
Sao Francisco Black Tyrant,Knipolegus franciscanus,Tyrannidae,Flycatcher sp.,Passeriformes,SA,,,0
Sao Francisco Sparrow,Arremon franciscanus,Passerellidae,Sparrow sp.,Passeriformes,SA,,,0
Sao Paulo Bristle Tyrant,Pogonotriccus paulista,Tyrannidae,Flycatcher sp.,Passeriformes,SA,,,0
Sao Tome Fiscal,Lanius newtoni,Laniidae,Shrike sp.,Passeriformes,AF,,,0
Sao Tome Green Pigeon,Treron sanctithomae,Columbidae,Pigeon/Dove sp.,Columbiformes,AF,,,0
Sao Tome Grosbeak,Crithagra concolor,Fringillidae,Finch sp.,Passeriformes,AF,,,0
Sao Tome Ibis,Bostrychia bocagei,Threskiornithidae,Ibis/Spoonbill sp.,Pelecaniformes,AF,,,0
Sao Tome Olive Pigeon,Columba thomensis,Columbidae,Pigeon/Dove sp.,Columbiformes,AF,,,0
Sao Tome Oriole,Oriolus crassirostris,Oriolidae,"Figbirds, Old World Orioles, Piopios",Passeriformes,AF,,,0
Sao Tome Paradise Flycatcher,Terpsiphone atrochalybeia,Monarchidae,Monarchs,Passeriformes,AF,,,0
Sao Tome Prinia,Prinia molleri,Cisticolidae,Cisticolas & Allies,Passeriformes,AF,,,0
Sao Tome Scops Owl,Otus hartlaubi,Strigidae,Owl sp.,Strigiformes,AF,,,0
Sao Tome Shorttail,Motacilla bocagii,Motacillidae,Pipit/Wagtail sp.,Passeriformes,AF,,,0
Sao Tome Spinetail,Zoonavena thomensis,Apodidae,Swift sp.,Apodiformes,AF,,,0
Sao Tome Thrush,Turdus olivaceofuscus,Turdidae,Thrush sp.,Passeriformes,AF,,,0
Sao Tome Weaver,Ploceus sanctithomae,Ploceidae,"Weavers, Widowbirds",Passeriformes,AF,,,0
Sao Tome White-eye,Zosterops feae,Zosteropidae,White-eyes,Passeriformes,AF,,,0
Sapayoa,Sapayoa aenigma,Sapayoidae,Sapayoa,Passeriformes,"MA,SA",SAPA,,0
Sapphire Flycatcher,Ficedula sapphira,Muscicapidae,"Chats, Old World Flycatchers",Passeriformes,OR,,,0
Sapphire Quail-Dove,Geotrygon saphirina,Columbidae,Pigeon/Dove sp.,Columbiformes,SA,,,0
Sapphire-bellied Hummingbird,Chrysuronia lilliae,Trochilidae,Hummingbird sp.,Apodiformes,SA,,,0
Sapphire-rumped Parrotlet,Touit purpuratus,Psittacidae,Parrot sp.,Psittaciformes,SA,,,0
Sapphire-spangled Emerald,Chionomesa lactea,Trochilidae,Hummingbird sp.,Apodiformes,SA,,,0
Sapphire-throated Hummingbird,Chrysuronia coeruleogularis,Trochilidae,Hummingbird sp.,Apodiformes,"MA,SA",SHTH,,0
Sapphire-vented Puffleg,Eriocnemis luciani,Trochilidae,Hummingbird sp.,Apodiformes,SA,,,0
Sardinian Warbler,Curruca melanocephala,Sylviidae,Sylviid Babblers,Passeriformes,PAL,,,0
Sargasso Shearwater,Puffinus lherminieri,Procellariidae,Shearwater/Petrel sp.,Procellariiformes,AO,SASH,,0
Sarus Crane,Antigone antigone,Gruidae,Crane sp.,Gruiformes,"OR,AU",,,0
Sassi's Olive Greenbul,Phyllastrephus lorenzi,Pycnonotidae,Bulbuls,Passeriformes,AF,,,0
Satanic Nightjar,Eurostopodus diabolicus,Caprimulgidae,Nightjar sp.,Caprimulgiformes,AU,,,0
Satin Berrypecker,Melanocharis citreola,Melanocharitidae,"Berrypeckers, Longbills",Passeriformes,AU,,,0
Satin Bowerbird,Ptilonorhynchus violaceus,Ptilonorhynchidae,Bowerbirds,Passeriformes,AU,,,0
Satin Flycatcher,Myiagra cyanoleuca,Monarchidae,Monarchs,Passeriformes,AU,,,0
Satin Swiftlet,Collocalia uropygialis,Apodidae,Swift sp.,Apodiformes,AU,,,0
Saturnine Antshrike,Thamnomanes saturninus,Thamnophilidae,Antbirds,Passeriformes,SA,,,0
Satyr Tragopan,Tragopan satyra,Phasianidae,Grouse/Pheasant sp.,Galliformes,OR,,,0
Saunders's Gull,Saundersilarus saundersi,Laridae,Gull/Tern/Skimmer sp.,Charadriiformes,PAL,,,0
Saunders's Tern,Sternula saundersi,Laridae,Gull/Tern/Skimmer sp.,Charadriiformes,"AF,PAL",,,0
Savanna Hawk,Buteogallus meridionalis,Accipitridae,Hawk/Eagle/Kite sp.,Accipitriformes,"MA,SA",SAHA,,0
Savanna Nightjar,Caprimulgus affinis,Caprimulgidae,Nightjar sp.,Caprimulgiformes,"OR,AU",,,0
Savannah Sparrow,Passerculus sandwichensis,Passerellidae,Sparrow sp.,Passeriformes,"NA,MA",SAVS,,1
Savi's Warbler,Locustella luscinioides,Locustellidae,Grassbirds & Allies,Passeriformes,PAL,,,0
Savile's Bustard,Lophotis savilei,Otididae,Bustards,Otidiformes,AF,,,0
Saw-billed Hermit,Ramphodon naevius,Trochilidae,Hummingbird sp.,Apodiformes,SA,,,0
Saxaul Sparrow,Passer ammodendri,Passeridae,Old World Sparrow sp.,Passeriformes,PAL,,,0
Say's Phoebe,Sayornis saya,Tyrannidae,Flycatcher sp.,Passeriformes,"NA,MA",SAPH,,1
Sayaca Tanager,Thraupis sayaca,Thraupidae,Tanagers & Allies,Passeriformes,SA,,,0
Scale-crested Pygmy Tyrant,Lophotriccus pileatus,Tyrannidae,Flycatcher sp.,Passeriformes,"MA,SA",SCPT,,0
Scale-feathered Malkoha,Dasylophus cumingi,Cuculidae,Cuckoo/Roadrunner sp.,Cuculiformes,OR,,,0
Scale-throated Earthcreeper,Upucerthia dumetaria,Furnariidae,Ovenbirds,Passeriformes,SA,,,0
Scale-throated Hermit,Phaethornis eurynome,Trochilidae,Hummingbird sp.,Apodiformes,SA,,,0
Scaled Antbird,Drymophila squamata,Thamnophilidae,Antbirds,Passeriformes,SA,,,0
Scaled Antpitta,Grallaria guatimalensis,Grallariidae,Antpittas,Passeriformes,"MA,SA",SCAA,,0
Scaled Chachalaca,Ortalis squamata,Cracidae,"Chachalacas, Curassows, Guans",Galliformes,SA,,,0
Scaled Dove,Columbina squammata,Columbidae,Pigeon/Dove sp.,Columbiformes,SA,,,0
Scaled Flowerpiercer,Diglossa duidae,Thraupidae,Tanagers & Allies,Passeriformes,SA,,,0
Scaled Fruiteater,Ampelioides tschudii,Cotingidae,Cotingas,Passeriformes,SA,,,0
Scaled Ground Cuckoo,Neomorphus squamiger,Cuculidae,Cuckoo/Roadrunner sp.,Cuculiformes,SA,,,0
Scaled Metaltail,Metallura aeneocauda,Trochilidae,Hummingbird sp.,Apodiformes,SA,,,0
Scaled Piculet,Picumnus squamulatus,Picidae,Woodpecker sp.,Piciformes,SA,,,0
Scaled Pigeon,Patagioenas speciosa,Columbidae,Pigeon/Dove sp.,Columbiformes,"MA,SA",SCPI,,0
Scaled Quail,Callipepla squamata,Odontophoridae,New World Quail sp.,Galliformes,"NA,MA",SCQU,,0
Scaled Spinetail,Cranioleuca muelleri,Furnariidae,Ovenbirds,Passeriformes,SA,,,0
Scaled Woodcreeper,Lepidocolaptes squamatus,Furnariidae,Ovenbirds,Passeriformes,SA,,,0
Scallop-breasted Antpitta,Grallaricula loricata,Grallariidae,Antpittas,Passeriformes,SA,,,0
Scalloped Antbird,Myrmoderus ruficauda,Thamnophilidae,Antbirds,Passeriformes,SA,,,0
Scalloped Woodcreeper,Lepidocolaptes falcinellus,Furnariidae,Ovenbirds,Passeriformes,SA,,,0
Scaly Babbler,Turdoides squamulata,Leiothrichidae,Laughingthrushes & Allies,Passeriformes,AF,,,0
Scaly Chatterer,Argya aylmeri,Leiothrichidae,Laughingthrushes & Allies,Passeriformes,AF,,,0
Scaly Ground Roller,Geobiastes squamiger,Brachypteraciidae,Ground Rollers,Coraciiformes,AF,,,0
Scaly Laughingthrush,Trochalopteron subunicolor,Leiothrichidae,Laughingthrushes & Allies,Passeriformes,OR,,,0
Scaly Spurfowl,Pternistis squamatus,Phasianidae,Grouse/Pheasant sp.,Galliformes,AF,,,0
Scaly Thrush,Zoothera dauma,Turdidae,Thrush sp.,Passeriformes,OR,,,0
Scaly-bellied Woodpecker,Picus squamatus,Picidae,Woodpecker sp.,Piciformes,PAL,,,0
Scaly-breasted Bulbul,Ixodia squamata,Pycnonotidae,Bulbuls,Passeriformes,OR,,,0
Scaly-breasted Cupwing,Pnoepyga albiventer,Pnoepygidae,Cupwings,Passeriformes,OR,,,0
Scaly-breasted Honeyeater,Lichmera squamata,Meliphagidae,Honeyeaters,Passeriformes,AU,,,0
Scaly-breasted Hummingbird,Phaeochroa cuvierii,Trochilidae,Hummingbird sp.,Apodiformes,"MA,SA",SBRH,,0
Scaly-breasted Illadopsis,Illadopsis albipectus,Pellorneidae,Ground Babblers,Passeriformes,AF,,,0
Scaly-breasted Kingfisher,Actenoides princeps,Alcedinidae,Kingfisher sp.,Coraciiformes,AU,,,0
Scaly-breasted Lorikeet,Trichoglossus chlorolepidotus,Psittaculidae,Old World Parrots,Psittaciformes,AU,,,0
Scaly-breasted Munia,Lonchura punctulata,Estrildidae,Scaly-breasted Munia,Passeriformes,"OR,AU",SBMU,,1
Scaly-breasted Thrasher,Allenia fusca,Mimidae,Mockingbird/Thrasher sp.,Passeriformes,NA,SBTH,,0
Scaly-crowned Babbler,Malacopteron cinereum,Pellorneidae,Ground Babblers,Passeriformes,OR,,,0
Scaly-crowned Honeyeater,Sugomel lombokium,Meliphagidae,Honeyeaters,Passeriformes,AU,,,0
Scaly-feathered Weaver,Sporopipes squamifrons,Ploceidae,"Weavers, Widowbirds",Passeriformes,AF,,,0
Scaly-headed Parrot,Pionus maximiliani,Psittacidae,Parrot sp.,Psittaciformes,SA,,,0
Scaly-naped Amazon,Amazona mercenarius,Psittacidae,Parrot sp.,Psittaciformes,SA,,,0
Scaly-naped Pigeon,Patagioenas squamosa,Columbidae,Pigeon/Dove sp.,Columbiformes,NA,SNPI,,0
Scaly-sided Merganser,Mergus squamatus,Anatidae,Waterfowl sp.,Anseriformes,PAL,,,0
Scaly-throated Foliage-gleaner,Anabacerthia variegaticeps,Furnariidae,Ovenbirds,Passeriformes,"MA,SA",STFG,,0
Scaly-throated Honeyguide,Indicator variegatus,Indicatoridae,Honeyguides,Piciformes,AF,,,0
Scaly-throated Leaftosser,Sclerurus guatemalensis,Furnariidae,Ovenbirds,Passeriformes,"MA,SA",STLE,,0
Scarce Swift,Schoutedenapus myoptilus,Apodidae,Swift sp.,Apodiformes,AF,,,0
Scarlet Finch,Carpodacus sipahi,Fringillidae,Finch sp.,Passeriformes,OR,,,0
Scarlet Flycatcher,Pyrocephalus rubinus,Tyrannidae,Flycatcher sp.,Passeriformes,SA,VEFL,,0
Scarlet Ibis,Eudocimus ruber,Threskiornithidae,Ibis/Spoonbill sp.,Pelecaniformes,SA,SCIB,,0
Scarlet Macaw,Ara macao,Psittacidae,Parrot sp.,Psittaciformes,"MA,SA",SCMA,,0
Scarlet Minivet,Pericrocotus speciosus,Campephagidae,Cuckooshrikes,Passeriformes,OR,,,0
Scarlet Myzomela,Myzomela sanguinolenta,Meliphagidae,Honeyeaters,Passeriformes,AU,,,0
Scarlet Robin,Petroica boodang,Petroicidae,Australasian Robins,Passeriformes,AU,,,0
Scarlet Tanager,Piranga olivacea,Cardinalidae,Cardinal/Grosbeak/Bunting sp.,Passeriformes,NA,SCTA,,1
Scarlet-and-white Tanager,Chrysothlypis salmoni,Thraupidae,Tanagers & Allies,Passeriformes,SA,,,0
Scarlet-backed Flowerpecker,Dicaeum cruentatum,Dicaeidae,Flowerpeckers,Passeriformes,OR,,,0
Scarlet-backed Woodpecker,Veniliornis callonotus,Picidae,Woodpecker sp.,Piciformes,SA,,,0
Scarlet-banded Barbet,Capito wallacei,Capitonidae,New World Barbets,Piciformes,SA,,,0
Scarlet-bellied Mountain Tanager,Anisognathus igniventris,Thraupidae,Tanagers & Allies,Passeriformes,SA,,,0
Scarlet-breasted Dacnis,Dacnis berlepschi,Thraupidae,Tanagers & Allies,Passeriformes,SA,,,0
Scarlet-breasted Flowerpecker,Prionochilus thoracicus,Dicaeidae,Flowerpeckers,Passeriformes,OR,,,0
Scarlet-breasted Fruit Dove,Ptilinopus bernsteinii,Columbidae,Pigeon/Dove sp.,Columbiformes,AU,,,0
Scarlet-breasted Fruiteater,Pipreola frontalis,Cotingidae,Cotingas,Passeriformes,SA,,,0
Scarlet-browed Tanager,Heterospingus xanthopygius,Thraupidae,Tanagers & Allies,Passeriformes,"MA,SA",SBTA,,0
Scarlet-chested Parrot,Neophema splendida,Psittaculidae,Old World Parrots,Psittaciformes,AU,,,0
Scarlet-chested Sunbird,Chalcomitra senegalensis,Nectariniidae,Sunbirds,Passeriformes,AF,,,0
Scarlet-collared Flowerpecker,Dicaeum retrocinctum,Dicaeidae,Flowerpeckers,Passeriformes,OR,,,0
Scarlet-crowned Barbet,Capito aurovirens,Capitonidae,New World Barbets,Piciformes,SA,,,0
Scarlet-faced Liocichla,Liocichla ripponi,Leiothrichidae,Laughingthrushes & Allies,Passeriformes,OR,,,0
Scarlet-fronted Parakeet,Psittacara wagleri,Psittacidae,Parrot sp.,Psittaciformes,SA,,,0
Scarlet-headed Blackbird,Amblyramphus holosericeus,Icteridae,Blackbird/Oriole sp.,Passeriformes,SA,,,0
Scarlet-headed Flowerpecker,Dicaeum trochileum,Dicaeidae,Flowerpeckers,Passeriformes,OR,,,0
Scarlet-hooded Barbet,Eubucco tucinkae,Capitonidae,New World Barbets,Piciformes,SA,,,0
Scarlet-horned Manakin,Ceratopipra cornuta,Pipridae,Manakins,Passeriformes,SA,,,0
Scarlet-rumped Cacique,Cacicus microrhynchus,Icteridae,Blackbird/Oriole sp.,Passeriformes,"MA,SA",SRCA,,0
Scarlet-rumped Tanager,Ramphocelus passerinii,Thraupidae,Tanagers & Allies,Passeriformes,MA,SCRT,,0
Scarlet-rumped Trogon,Harpactes duvaucelii,Trogonidae,Trogons,Trogoniformes,OR,,,0
Scarlet-shouldered Parrotlet,Touit huetii,Psittacidae,Parrot sp.,Psittaciformes,SA,,,0
Scarlet-thighed Dacnis,Dacnis venusta,Thraupidae,Tanagers & Allies,Passeriformes,"MA,SA",STDA,,0
Scarlet-throated Tanager,Compsothraupis loricata,Thraupidae,Tanagers & Allies,Passeriformes,SA,,,0
Scarlet-tufted Sunbird,Nectarinia johnstoni,Nectariniidae,Sunbirds,Passeriformes,AF,,,0
Schalow's Turaco,Tauraco schalowi,Musophagidae,Turacos,Musophagiformes,AF,,,0
Scheepmaker's Crowned Pigeon,Goura scheepmakeri,Columbidae,Pigeon/Dove sp.,Columbiformes,AU,,,0
Schlegel's Asity,Philepitta schlegeli,Philepittidae,Asities,Passeriformes,AF,,,0
Schlegel's Francolin,Campocolinus schlegelii,Phasianidae,Grouse/Pheasant sp.,Galliformes,AF,,,0
Schneider's Pitta,Hydrornis schneideri,Pittidae,Pittas,Passeriformes,OR,,,0
Schwartz's Antthrush,Chamaeza turdina,Formicariidae,Antthrushes,Passeriformes,SA,,,0
Scimitar-billed Woodcreeper,Drymornis bridgesii,Furnariidae,Ovenbirds,Passeriformes,SA,,,0
Scimitar-winged Piha,Lipaugus uropygialis,Cotingidae,Cotingas,Passeriformes,SA,,,0
Scintillant Hummingbird,Selasphorus scintilla,Trochilidae,Hummingbird sp.,Apodiformes,MA,SCHU,,0
Scissor-tailed Flycatcher,Tyrannus forficatus,Tyrannidae,Flycatcher sp.,Passeriformes,NA,STFL,,1
Scissor-tailed Hummingbird,Hylonympha macrocerca,Trochilidae,Hummingbird sp.,Apodiformes,SA,,,0
Scissor-tailed Kite,Chelictinia riocourii,Accipitridae,Hawk/Eagle/Kite sp.,Accipitriformes,AF,,,0
Scissor-tailed Nightjar,Hydropsalis torquata,Caprimulgidae,Nightjar sp.,Caprimulgiformes,SA,,,0
Sclater's Antwren,Myrmotherula sclateri,Thamnophilidae,Antbirds,Passeriformes,SA,,,0
Sclater's Crowned Pigeon,Goura sclaterii,Columbidae,Pigeon/Dove sp.,Columbiformes,AU,,,0
Sclater's Lark,Spizocorys sclateri,Alaudidae,Horned Lark,Passeriformes,AF,,,0
Sclater's Monal,Lophophorus sclateri,Phasianidae,Grouse/Pheasant sp.,Galliformes,OR,,,0
Sclater's Myzomela,Myzomela sclateri,Meliphagidae,Honeyeaters,Passeriformes,AU,,,0
Sclater's Tyrannulet,Phyllomyias sclateri,Tyrannidae,Flycatcher sp.,Passeriformes,SA,,,0
Sclater's Whistler,Pachycephala soror,Pachycephalidae,Whistlers & Allies,Passeriformes,AU,,,0
Scopoli's Shearwater,Calonectris diomedea,Procellariidae,Shearwater/Petrel sp.,Procellariiformes,AO,SCSH,,0
Scott's Oriole,Icterus parisorum,Icteridae,Blackbird/Oriole sp.,Passeriformes,"NA,MA",SCOR,,0
Scottish Crossbill,Loxia scotica,Fringillidae,Finch sp.,Passeriformes,PAL,,,0
Screaming Cowbird,Molothrus rufoaxillaris,Icteridae,Blackbird/Oriole sp.,Passeriformes,SA,,,0
Screaming Piha,Lipaugus vociferans,Cotingidae,Cotingas,Passeriformes,SA,,,0
Scribble-tailed Canastero,Asthenes maculicauda,Furnariidae,Ovenbirds,Passeriformes,SA,,,0
Scripps's Murrelet,Synthliboramphus scrippsi,Alcidae,Auk/Murre/Puffin sp.,Charadriiformes,"NA,MA",SCMU,,0
Scrub Blackbird,Dives warczewiczi,Icteridae,Blackbird/Oriole sp.,Passeriformes,SA,,,0
Scrub Euphonia,Euphonia affinis,Fringillidae,Finch sp.,Passeriformes,MA,SEUP,,0
Scrub Greenlet,Hylophilus flavipes,Vireonidae,Vireo sp.,Passeriformes,"MA,SA",SCRG,,0
Scrub Honeyeater,Microptilotis albonotatus,Meliphagidae,Honeyeaters,Passeriformes,AU,,,0
Scrub Tanager,Stilpnia vitriolina,Thraupidae,Tanagers & Allies,Passeriformes,SA,,,0
Scrubtit,Acanthornis magna,Acanthizidae,Australasian Warblers,Passeriformes,AU,,,0
Seaside Sparrow,Ammospiza maritima,Passerellidae,Sparrow sp.,Passeriformes,NA,SESP,,0
Secretarybird,Sagittarius serpentarius,Sagittariidae,Secretarybird,Accipitriformes,AF,,,0
Sedge Warbler,Acrocephalus schoenobaenus,Acrocephalidae,Reed Warblers & Allies,Passeriformes,PAL,SEWA,,0
Sedge Wren,Cistothorus stellaris,Troglodytidae,Wren sp.,Passeriformes,NA,SEWR,,1
See-see Partridge,Ammoperdix griseogularis,Phasianidae,Grouse/Pheasant sp.,Galliformes,PAL,,,0
Selayar Whistler,Pachycephala teysmanni,Pachycephalidae,Whistlers & Allies,Passeriformes,OR,,,0
Selva Cacique,Cacicus koepckeae,Icteridae,Blackbird/Oriole sp.,Passeriformes,SA,,,0
Semicollared Flycatcher,Ficedula semitorquata,Muscicapidae,"Chats, Old World Flycatchers",Passeriformes,PAL,,,0
Semicollared Hawk,Microspizias collaris,Accipitridae,Hawk/Eagle/Kite sp.,Accipitriformes,SA,,,0
Semicollared Puffbird,Malacoptila semicincta,Bucconidae,Puffbirds,Piciformes,SA,,,0
Semipalmated Plover,Charadrius semipalmatus,Charadriidae,Plover sp.,Charadriiformes,NA,SEPL,,1
Semipalmated Sandpiper,Calidris pusilla,Scolopacidae,Sandpiper sp.,Charadriiformes,"NA,PAL",SESA,,1
Semiplumbeous Hawk,Leucopternis semiplumbeus,Accipitridae,Hawk/Eagle/Kite sp.,Accipitriformes,"MA,SA",SEHA,,0
Semper's Warbler,Leucopeza semperi,Parulidae,Warbler sp.,Passeriformes,NA,SEMW,,0
Senegal Batis,Batis senegalensis,Platysteiridae,"Wattle-eyes, Batises",Passeriformes,AF,,,0
Senegal Coucal,Centropus senegalensis,Cuculidae,Cuckoo/Roadrunner sp.,Cuculiformes,AF,,,0
Senegal Eremomela,Eremomela pusilla,Cisticolidae,Cisticolas & Allies,Passeriformes,AF,,,0
Senegal Lapwing,Vanellus lugubris,Charadriidae,Plover sp.,Charadriiformes,AF,,,0
Senegal Parrot,Poicephalus senegalus,Psittacidae,Parrot sp.,Psittaciformes,AF,,,0
Senegal Thick-knee,Burhinus senegalensis,Burhinidae,"Stone-curlews, Thick-knees",Charadriiformes,AF,,,0
Sennar Penduline Tit,Anthoscopus punctifrons,Remizidae,Verdin,Passeriformes,AF,,,0
Sentinel Lark,Corypha athi,Alaudidae,Horned Lark,Passeriformes,AF,,,0
Sentinel Rock Thrush,Monticola explorator,Muscicapidae,"Chats, Old World Flycatchers",Passeriformes,AF,,,0
Sepia-brown Wren,Cinnycerthia olivascens,Troglodytidae,Wren sp.,Passeriformes,SA,,,0
Sepia-capped Flycatcher,Leptopogon amaurocephalus,Tyrannidae,Flycatcher sp.,Passeriformes,"MA,SA",SECF,,0
Sepik-Ramu Shrikethrush,Colluricincla tappenbecki,Pachycephalidae,Whistlers & Allies,Passeriformes,AU,,,0
Seram Boobook,Ninox squamipila,Strigidae,Owl sp.,Strigiformes,AU,,,0
Seram Bush Warbler,Locustella musculus,Locustellidae,Grassbirds & Allies,Passeriformes,AU,,,0
Seram Friarbird,Philemon subcorniculatus,Meliphagidae,Honeyeaters,Passeriformes,AU,,,0
Seram Golden Bulbul,Hypsipetes affinis,Pycnonotidae,Bulbuls,Passeriformes,AU,,,0
Seram Honeyeater,Lichmera monticola,Meliphagidae,Honeyeaters,Passeriformes,AU,,,0
Seram Imperial Pigeon,Ducula neglecta,Columbidae,Pigeon/Dove sp.,Columbiformes,AU,,,0
Seram Mountain Pigeon,Gymnophaps stalkeri,Columbidae,Pigeon/Dove sp.,Columbiformes,AU,,,0
Seram Thrush,Geokichla joiceyi,Turdidae,Thrush sp.,Passeriformes,AU,,,0
Seram White-eye,Zosterops stalkeri,Zosteropidae,White-eyes,Passeriformes,AU,,,0
Serendib Scops Owl,Otus thilohoffmanni,Strigidae,Owl sp.,Strigiformes,OR,,,0
Serra Antwren,Formicivora serrana,Thamnophilidae,Antbirds,Passeriformes,SA,,,0
Serra do Mar Bristle Tyrant,Pogonotriccus difficilis,Tyrannidae,Flycatcher sp.,Passeriformes,SA,,,0
Serra do Mar Tyrant-Manakin,Neopelma chrysolophum,Pipridae,Manakins,Passeriformes,SA,,,0
Serra Finch,Embernagra longicauda,Thraupidae,Tanagers & Allies,Passeriformes,SA,,,0
Seven-colored Tanager,Tangara fastuosa,Thraupidae,Tanagers & Allies,Passeriformes,SA,,,0
Seychelles Black Parrot,Coracopsis barklyi,Psittaculidae,Old World Parrots,Psittaciformes,IO,,,0
Seychelles Blue Pigeon,Alectroenas pulcherrimus,Columbidae,Pigeon/Dove sp.,Columbiformes,AF,,,0
Seychelles Bulbul,Hypsipetes crassirostris,Pycnonotidae,Bulbuls,Passeriformes,IO,,,0
Seychelles Fody,Foudia sechellarum,Ploceidae,"Weavers, Widowbirds",Passeriformes,IO,,,0
Seychelles Kestrel,Falco araeus,Falconidae,Falcon/Caracara sp.,Falconiformes,AF,,,0
Seychelles Magpie-Robin,Copsychus sechellarum,Muscicapidae,"Chats, Old World Flycatchers",Passeriformes,IO,,,0
Seychelles Paradise Flycatcher,Terpsiphone corvina,Monarchidae,Monarchs,Passeriformes,IO,,,0
Seychelles Parakeet,Psittacula wardi †,Psittaculidae,Old World Parrots,Psittaciformes,IO,,,0
Seychelles Scops Owl,Otus insularis,Strigidae,Owl sp.,Strigiformes,IO,,,0
Seychelles Sunbird,Cinnyris dussumieri,Nectariniidae,Sunbirds,Passeriformes,IO,,,0
Seychelles Swiftlet,Aerodramus elaphrus,Apodidae,Swift sp.,Apodiformes,IO,,,0
Seychelles Warbler,Acrocephalus sechellensis,Acrocephalidae,Reed Warblers & Allies,Passeriformes,IO,,,0
Seychelles White-eye,Zosterops modestus,Zosteropidae,White-eyes,Passeriformes,IO,,,0
Shade Bush Warbler,Horornis parens,Cettiidae,Cettia Bush Warblers & Allies,Passeriformes,AU,,,0
Shaft-tailed Whydah,Vidua regia,Viduidae,"Indigobirds, Whydahs",Passeriformes,AF,,,0
Sharp-beaked Ground Finch,Geospiza difficilis,Thraupidae,Tanagers & Allies,Passeriformes,SA,,,0
Sharp-billed Canastero,Asthenes pyrrholeuca,Furnariidae,Ovenbirds,Passeriformes,SA,,,0
Sharp-billed Treehunter,Heliobletus contaminatus,Furnariidae,Ovenbirds,Passeriformes,SA,,,0
Sharp-shinned Hawk,Accipiter striatus,Accipitridae,Hawk/Eagle/Kite sp.,Accipitriformes,"NA,MA",SSHA,,1
Sharp-tailed Grass Tyrant,Culicivora caudacuta,Tyrannidae,Flycatcher sp.,Passeriformes,SA,,,0
Sharp-tailed Grouse,Tympanuchus phasianellus,Phasianidae,Grouse/Pheasant sp.,Galliformes,NA,STGR,,1
Sharp-tailed Ibis,Cercibis oxycerca,Threskiornithidae,Ibis/Spoonbill sp.,Pelecaniformes,SA,,,0
Sharp-tailed Sandpiper,Calidris acuminata,Scolopacidae,Sandpiper sp.,Charadriiformes,PAL,SPTS,,0
Sharp-tailed Starling,Lamprotornis acuticaudus,Sturnidae,Starling/Myna sp.,Passeriformes,AF,,,0
Sharp-tailed Streamcreeper,Lochmias nematura,Furnariidae,Ovenbirds,Passeriformes,SA,STST,,0
Sharpbill,Oxyruncus cristatus,Oxyruncidae,Sharpbill,Passeriformes,SA,SHAR,,0
Sharpe's Akalat,Sheppardia sharpei,Muscicapidae,"Chats, Old World Flycatchers",Passeriformes,AF,,,0
Sharpe's Apalis,Apalis sharpii,Cisticolidae,Cisticolas & Allies,Passeriformes,AF,,,0
Sharpe's Drongo,Dicrurus sharpei,Dicruridae,Drongos,Passeriformes,AF,,,0
Sharpe's Greenbul,Phyllastrephus alfredi,Pycnonotidae,Bulbuls,Passeriformes,AF,,,0
Sharpe's Longclaw,Macronyx sharpei,Motacillidae,Pipit/Wagtail sp.,Passeriformes,AF,,,0
Sharpe's Rosefinch,Carpodacus verreauxii,Fringillidae,Finch sp.,Passeriformes,PAL,,,0
Sharpe's Starling,Pholia sharpii,Sturnidae,Starling/Myna sp.,Passeriformes,AF,,,0
Shear-tailed Grey Tyrant,Muscipipra vetula,Tyrannidae,Flycatcher sp.,Passeriformes,SA,,,0
Shelley's Crimsonwing,Cryptospiza shelleyi,Estrildidae,Scaly-breasted Munia,Passeriformes,AF,,,0
Shelley's Eagle-Owl,Ketupa shelleyi,Strigidae,Owl sp.,Strigiformes,AF,,,0
Shelley's Francolin,Scleroptila shelleyi,Phasianidae,Grouse/Pheasant sp.,Galliformes,AF,,,0
Shelley's Greenbul,Arizelocichla masukuensis,Pycnonotidae,Bulbuls,Passeriformes,AF,,,0
Shelley's Oliveback,Nesocharis shelleyi,Estrildidae,Scaly-breasted Munia,Passeriformes,AF,,,0
Shelley's Sparrow,Passer shelleyi,Passeridae,Old World Sparrow sp.,Passeriformes,AF,,,0
